IID	sex	pop	experim	meas.by	serum	growth
NA19902	2	ASW	2	7	BGS	38029.266
NA19902	2	ASW	1	7	BGS	44822.096
NA19902	2	ASW	6	4	FBS	84556.7
NA19902	2	ASW	10	11	BGS	85841.2
NA19902	2	ASW	5	4	FBS	81154.2
NA19904	1	ASW	10	11	BGS	82888.8
NA19904	1	ASW	6	6	FBS	72306.6
NA19904	1	ASW	1	7	BGS	71288.085
NA19904	1	ASW	4	6	FBS	98532.6
NA19904	1	ASW	5	6	FBS	105577.7
NA19904	1	ASW	2	7	BGS	61228.266
NA19904	1	ASW	3	6	FBS	101855.8
NA19908	1	ASW	1	7	BGS	53809.47
NA19908	1	ASW	2	7	BGS	50131.818
NA19908	1	ASW	5	6	FBS	74153.8
NA19908	1	ASW	10	11	BGS	61565.3
NA19908	1	ASW	3	6	FBS	70587.6
NA19908	1	ASW	6	4	FBS	67033.9
NA19908	1	ASW	4	6	FBS	65134.6
NA19909	2	ASW	4	6	FBS	56167.2
NA19909	2	ASW	10	11	BGS	50590.9
NA19909	2	ASW	6	6	FBS	49609.2
NA19909	2	ASW	3	6	FBS	58062.2
NA19909	2	ASW	5	6	FBS	54184.9
NA19909	2	ASW	1	7	BGS	57753.3
NA19909	2	ASW	2	7	BGS	51251.475
NA19914	2	ASW	1	7	BGS	75567.69
NA19914	2	ASW	5	6	FBS	72191.2
NA19914	2	ASW	2	7	BGS	66488.334
NA19914	2	ASW	3	6	FBS	70723.7
NA19914	2	ASW	4	6	FBS	56030.3
NA19914	2	ASW	10	11	BGS	54683.7
NA19914	2	ASW	6	6	FBS	48765.5
NA19915	1	ASW	6	4	FBS	88407.7
NA19915	1	ASW	10	11	BGS	65540.8
NA19915	1	ASW	4	4	FBS	100647
NA19915	1	ASW	2	7	BGS	44846.109
NA19915	1	ASW	5	4	FBS	104940.1
NA19915	1	ASW	6	4	FBS	88407.7
NA19915	1	ASW	3	4	FBS	108926.1
NA19915	1	ASW	1	7	BGS	48278.34
NA19916	1	ASW	3	6	FBS	77649.3
NA19916	1	ASW	2	7	BGS	74073.186
NA19916	1	ASW	6	6	FBS	60470.6
NA19916	1	ASW	5	6	FBS	83429.4
NA19916	1	ASW	1	7	BGS	86625.066
NA19916	1	ASW	4	6	FBS	80406.1
NA19916	1	ASW	10	11	BGS	65106.2
NA19917	2	ASW	4	6	FBS	64625.9
NA19917	2	ASW	3	6	FBS	66726
NA19917	2	ASW	2	7	BGS	60358.914
NA19917	2	ASW	5	6	FBS	67594.9
NA19917	2	ASW	10	11	BGS	55498.113
NA19917	2	ASW	1	7	BGS	68902.251
NA19917	2	ASW	6	6	FBS	45040.2
NA19918	1	ASW	10	11	BGS	93606.7
NA19918	1	ASW	3	4	FBS	110027.7
NA19918	1	ASW	4	4	FBS	110950.6
NA19918	1	ASW	6	4	FBS	90869.9
NA19918	1	ASW	6	4	FBS	90869.9
NA19918	1	ASW	1	7	BGS	28152.597
NA19918	1	ASW	2	7	BGS	26496.921
NA19918	1	ASW	5	4	FBS	110371.1
NA19919	1	ASW	5	4	FBS	85418.7
NA19919	1	ASW	2	7	BGS	70390.65
NA19919	1	ASW	3	4	FBS	85496.9
NA19919	1	ASW	10	11	BGS	53321.1
NA19919	1	ASW	4	4	FBS	80932.8
NA19919	1	ASW	1	7	BGS	71925.854
NA19919	1	ASW	6	4	FBS	61405.3
NA19919	1	ASW	6	4	FBS	61405.3
NA19920	1	ASW	10	11	BGS	NA
NA19920	1	ASW	6	6	FBS	62643.8
NA19920	1	ASW	3	6	FBS	75678.6
NA19920	1	ASW	1	7	BGS	30865.659
NA19920	1	ASW	5	6	FBS	88696.8
NA19920	1	ASW	4	6	FBS	85534.7
NA19920	1	ASW	2	7	BGS	30554.304
NA19921	2	ASW	3	6	FBS	95457.8
NA19921	2	ASW	1	7	BGS	70335.705
NA19921	2	ASW	5	6	FBS	94988.9
NA19921	2	ASW	2	7	BGS	49115.946
NA19921	2	ASW	4	6	FBS	88299.5
NA19921	2	ASW	6	6	FBS	60894.9
NA19921	2	ASW	10	11	BGS	63539.212
NA19982	1	ASW	10	11	BGS	69987.7
NA19982	1	ASW	1	7	BGS	28665.417
NA19982	1	ASW	6	6	FBS	68253.1
NA19982	1	ASW	2	7	BGS	28130.619
NA19982	1	ASW	4	4	FBS	97517.4
NA19982	1	ASW	4	6	FBS	97517.4
NA19982	1	ASW	3	6	FBS	94894.5
NA19982	1	ASW	5	6	FBS	92474.5
NA19983	2	ASW	10	11	BGS	61094
NA19983	2	ASW	3	4	FBS	69921.8
NA19983	2	ASW	6	4	FBS	69912
NA19983	2	ASW	5	4	FBS	77221.3
NA19983	2	ASW	1	7	BGS	37843.674
NA19983	2	ASW	2	7	BGS	32460.285
NA19983	2	ASW	4	4	FBS	66264.7
NA19983	2	ASW	6	4	FBS	69912
NA19985	2	ASW	1	7	BGS	NA
NA19985	2	ASW	2	7	BGS	NA
NA19985	2	ASW	10	11	BGS	57119.6
NA19985	2	ASW	5	6	FBS	NA
NA20126	1	ASW	2	7	BGS	28003.635
NA20126	1	ASW	6	6	FBS	65148.3
NA20126	1	ASW	10	11	BGS	66183.1
NA20126	1	ASW	4	6	FBS	96411
NA20126	1	ASW	5	6	FBS	99933.1
NA20126	1	ASW	3	4	FBS	101244.5
NA20126	1	ASW	1	7	BGS	31161.141
NA20127	2	ASW	1	7	BGS	32816.817
NA20127	2	ASW	3	4	FBS	70786.7
NA20127	2	ASW	4	4	FBS	79316.2
NA20127	2	ASW	10	11	BGS	43863.2
NA20127	2	ASW	6	6	FBS	56754.5
NA20127	2	ASW	2	7	BGS	31807.05
NA20127	2	ASW	5	6	FBS	76951.1
NA20128	2	ASW	5	4	FBS	84221.3
NA20128	2	ASW	6	4	FBS	66132.7
NA20128	2	ASW	6	4	FBS	66132.7
NA20128	2	ASW	10	11	BGS	50100.1
NA20128	2	ASW	4	4	FBS	85205
NA20128	2	ASW	1	7	BGS	28898.628
NA20128	2	ASW	2	7	BGS	26090.328
NA20128	2	ASW	3	4	FBS	77797.9
NA20129	2	ASW	4	4	FBS	82266.8
NA20129	2	ASW	10	11	BGS	75724
NA20129	2	ASW	5	4	FBS	94418.7
NA20129	2	ASW	3	4	FBS	92105.7
NA20129	2	ASW	2	7	BGS	37778.961
NA20129	2	ASW	1	7	BGS	42940.128
NA20129	2	ASW	6	4	FBS	63372.3
NA20129	2	ASW	6	4	FBS	63372.3
NA20276	2	ASW	2	7	BGS	35662.968
NA20276	2	ASW	6	6	FBS	72201.8
NA20276	2	ASW	3	6	FBS	104849.7
NA20276	2	ASW	10	11	BGS	75699.6
NA20276	2	ASW	1	7	BGS	43378.467
NA20276	2	ASW	5	6	FBS	102746.1
NA20276	2	ASW	4	6	FBS	100385.2
NA20277	2	ASW	10	11	BGS	58244.1
NA20277	2	ASW	2	7	BGS	64081.743
NA20277	2	ASW	4	4	FBS	92379.6
NA20277	2	ASW	6	4	FBS	60001.2
NA20277	2	ASW	5	4	FBS	93378.1
NA20277	2	ASW	1	7	BGS	68627.526
NA20277	2	ASW	6	4	FBS	60001.2
NA20277	2	ASW	3	4	FBS	91466.9
NA20278	1	ASW	6	6	FBS	80284.6
NA20278	1	ASW	2	7	BGS	40934.025
NA20278	1	ASW	1	7	BGS	51511.548
NA20278	1	ASW	5	6	FBS	104481.6
NA20278	1	ASW	4	6	FBS	105252.6
NA20278	1	ASW	3	6	FBS	108104.9
NA20278	1	ASW	10	11	BGS	NA
NA20279	1	ASW	3	4	FBS	115955.9
NA20279	1	ASW	2	7	BGS	34253.934
NA20279	1	ASW	5	4	FBS	123744.9
NA20279	1	ASW	1	7	BGS	41824.134
NA20279	1	ASW	10	11	BGS	73621.4
NA20279	1	ASW	6	4	FBS	98533.5
NA20279	1	ASW	6	4	FBS	98533.5
NA20279	1	ASW	4	4	FBS	89973
NA20281	1	ASW	4	4	FBS	77549.4
NA20281	1	ASW	10	11	BGS	45216.1
NA20281	1	ASW	3	4	FBS	83166
NA20281	1	ASW	5	4	FBS	77188.2
NA20281	1	ASW	6	4	FBS	67581.1
NA20281	1	ASW	1	7	BGS	33181.896
NA20281	1	ASW	6	4	FBS	67581.1
NA20281	1	ASW	2	7	BGS	32745.999
NA20282	2	ASW	10	11	BGS	69621.4
NA20282	2	ASW	6	4	FBS	99827.7
NA20282	2	ASW	1	7	BGS	52085.418
NA20282	2	ASW	2	7	BGS	45716.682
NA20282	2	ASW	4	6	FBS	87263.6
NA20282	2	ASW	5	6	FBS	89992.6
NA20282	2	ASW	3	6	FBS	88975.9
NA20284	1	ASW	10	11	BGS	81001.1
NA20284	1	ASW	6	4	FBS	67296.6
NA20284	1	ASW	1	7	BGS	66523.1325
NA20284	1	ASW	6	4	FBS	67296.6
NA20284	1	ASW	4	4	FBS	98576.2
NA20284	1	ASW	2	7	BGS	50900.4375
NA20284	1	ASW	3	4	FBS	102681.2
NA20284	1	ASW	5	4	FBS	102210.5
NA20287	2	ASW	4	6	FBS	82307.6
NA20287	2	ASW	2	7	BGS	53526.198
NA20287	2	ASW	6	6	FBS	64815.6
NA20287	2	ASW	1	7	BGS	50344.272
NA20287	2	ASW	5	6	FBS	84258.8
NA20287	2	ASW	10	11	BGS	76459
NA20287	2	ASW	3	6	FBS	86655.6
NA20288	1	ASW	3	4	FBS	113543.2
NA20288	1	ASW	6	4	FBS	84313.7
NA20288	1	ASW	2	7	BGS	49101.9045
NA20288	1	ASW	10	11	BGS	84344.2
NA20288	1	ASW	1	7	BGS	64142.793
NA20288	1	ASW	6	4	FBS	84313.7
NA20288	1	ASW	4	4	FBS	107855.8
NA20288	1	ASW	5	4	FBS	116231.6
NA20289	2	ASW	4	6	FBS	119985.2
NA20289	2	ASW	10	11	BGS	94551.8
NA20289	2	ASW	2	7	BGS	70256.34
NA20289	2	ASW	3	6	FBS	121819.2
NA20289	2	ASW	5	6	FBS	121102.9
NA20289	2	ASW	1	7	BGS	73060.977
NA20289	2	ASW	6	6	FBS	97036.9
NA20290	2	ASW	4	4	FBS	123006.8
NA20290	2	ASW	3	4	FBS	120749.6
NA20290	2	ASW	10	11	BGS	82395.5
NA20290	2	ASW	2	7	BGS	70539.612
NA20290	2	ASW	6	4	FBS	96671.8
NA20290	2	ASW	5	4	FBS	122317.6
NA20290	2	ASW	6	4	FBS	96671.8
NA20290	2	ASW	1	7	BGS	81242.898
NA20291	1	ASW	1	7	BGS	42656.856
NA20291	1	ASW	3	6	FBS	85808.5
NA20291	1	ASW	10	11	BGS	78732.5
NA20291	1	ASW	2	7	BGS	44592.141
NA20291	1	ASW	6	6	FBS	70469.8
NA20291	1	ASW	4	6	FBS	78536.6
NA20291	1	ASW	5	6	FBS	86178.9
NA20292	2	ASW	10	11	BGS	77272.2
NA20292	2	ASW	4	4	FBS	97145.2
NA20292	2	ASW	2	7	BGS	53231.937
NA20292	2	ASW	6	4	FBS	79711.8
NA20292	2	ASW	6	4	FBS	79711.8
NA20292	2	ASW	3	4	FBS	97695.9
NA20292	2	ASW	5	4	FBS	99739.8
NA20292	2	ASW	1	7	BGS	61786.263
NA20294	2	ASW	6	6	FBS	79847.1
NA20294	2	ASW	1	7	BGS	36787.509
NA20294	2	ASW	2	7	BGS	38072.001
NA20294	2	ASW	5	4	FBS	100261.2
NA20294	2	ASW	3	6	FBS	93216
NA20294	2	ASW	6	4	FBS	79847.1
NA20294	2	ASW	4	4	FBS	101438.2
NA20294	2	ASW	10	11	BGS	65269.8
NA20295	1	ASW	1	7	BGS	72302.736
NA20295	1	ASW	2	7	BGS	61642.185
NA20295	1	ASW	4	4	FBS	123459
NA20295	1	ASW	6	4	FBS	91942.5
NA20295	1	ASW	10	11	BGS	81631.2
NA20295	1	ASW	3	4	FBS	118484.2
NA20295	1	ASW	5	4	FBS	120119.5
NA20295	1	ASW	6	4	FBS	91942.5
NA20296	2	ASW	6	6	FBS	63012.6
NA20296	2	ASW	2	7	BGS	50346.714
NA20296	2	ASW	3	6	FBS	79304.8
NA20296	2	ASW	4	6	FBS	74756.1
NA20296	2	ASW	5	6	FBS	82764.3
NA20296	2	ASW	10	11	BGS	NA
NA20296	2	ASW	1	7	BGS	52854.648
NA20297	1	ASW	2	7	BGS	46631.211
NA20297	1	ASW	5	4	FBS	65667.8
NA20297	1	ASW	4	4	FBS	66975.9
NA20297	1	ASW	1	7	BGS	50418.753
NA20297	1	ASW	3	4	FBS	66231.4
NA20297	1	ASW	6	4	FBS	47780.2
NA20297	1	ASW	6	4	FBS	47780.2
NA20297	1	ASW	10	11	BGS	57753.3
NA20299	2	ASW	2	7	BGS	46586.034
NA20299	2	ASW	10	11	BGS	NA
NA20299	2	ASW	6	6	FBS	66840.8
NA20299	2	ASW	1	7	BGS	43842.04
NA20299	2	ASW	4	6	FBS	76428
NA20299	2	ASW	5	6	FBS	76275.1
NA20299	2	ASW	3	6	FBS	83636.1
NA20300	2	ASW	2	7	BGS	65710.557
NA20300	2	ASW	5	4	FBS	119687.3
NA20300	2	ASW	6	4	FBS	92572.8
NA20300	2	ASW	1	7	BGS	70601.883
NA20300	2	ASW	10	11	BGS	85057.3
NA20300	2	ASW	4	4	FBS	118611.6
NA20300	2	ASW	6	4	FBS	92572.8
NA20300	2	ASW	3	4	FBS	118361.3
NA20301	2	ASW	10	11	BGS	59284.4
NA20301	2	ASW	4	6	FBS	78574.5
NA20301	2	ASW	5	4	FBS	95253.7
NA20301	2	ASW	1	7	BGS	48021.93
NA20301	2	ASW	3	4	FBS	107103.7
NA20301	2	ASW	6	6	FBS	65659.3
NA20301	2	ASW	2	7	BGS	45328.404
NA20301	2	ASW	6	4	FBS	65659.3
NA20302	1	ASW	4	4	FBS	122428.4
NA20302	1	ASW	5	4	FBS	130733.7
NA20302	1	ASW	10	11	BGS	94380.9
NA20302	1	ASW	2	7	BGS	82562.799
NA20302	1	ASW	3	4	FBS	125504.6
NA20302	1	ASW	6	4	FBS	103339.3
NA20302	1	ASW	6	4	FBS	103339.3
NA20302	1	ASW	1	7	BGS	86744.724
NA20314	2	ASW	3	4	FBS	109235.5
NA20314	2	ASW	1	7	BGS	55079.31
NA20314	2	ASW	4	6	FBS	94522.5
NA20314	2	ASW	2	7	BGS	53633.646
NA20314	2	ASW	5	6	FBS	96912.7
NA20314	2	ASW	10	11	BGS	NA
NA20314	2	ASW	6	6	FBS	66666.6
NA20316	1	ASW	3	4	FBS	118367.6
NA20316	1	ASW	4	4	FBS	113975.5
NA20316	1	ASW	10	11	BGS	NA
NA20316	1	ASW	2	7	BGS	53172.108
NA20316	1	ASW	1	7	BGS	61285.653
NA20316	1	ASW	6	4	FBS	92117.1
NA20316	1	ASW	6	4	FBS	92117.1
NA20316	1	ASW	5	4	FBS	113246.5
NA20317	2	ASW	3	6	FBS	67821.7
NA20317	2	ASW	2	7	BGS	40207.53
NA20317	2	ASW	6	6	FBS	51747.2
NA20317	2	ASW	1	7	BGS	46059.376
NA20317	2	ASW	4	6	FBS	64923
NA20317	2	ASW	5	6	FBS	66216.6
NA20317	2	ASW	10	11	BGS	35929.1
NA20319	2	ASW	6	4	FBS	78559.1
NA20319	2	ASW	2	7	BGS	37660.524
NA20319	2	ASW	5	4	FBS	98824.1
NA20319	2	ASW	6	4	FBS	78559.1
NA20319	2	ASW	10	11	BGS	58991.4
NA20319	2	ASW	3	4	FBS	96578.7
NA20319	2	ASW	1	7	BGS	43587.258
NA20319	2	ASW	4	4	FBS	97310
NA20322	2	ASW	6	4	FBS	86995
NA20322	2	ASW	10	11	BGS	64324.7
NA20322	2	ASW	3	6	FBS	62527.4
NA20322	2	ASW	5	6	FBS	67079.3
NA20322	2	ASW	1	7	BGS	50614.113
NA20322	2	ASW	4	6	FBS	61693.5
NA20322	2	ASW	2	7	BGS	44554.29
NA20332	2	ASW	6	4	FBS	68846.5
NA20332	2	ASW	10	11	BGS	84437
NA20332	2	ASW	4	6	FBS	86920.1
NA20332	2	ASW	5	4	FBS	115599
NA20332	2	ASW	3	6	FBS	88764.7
NA20332	2	ASW	6	6	FBS	68846.5
NA20332	2	ASW	1	7	BGS	57632.828
NA20332	2	ASW	2	7	BGS	50710.572
NA20333	2	ASW	6	4	FBS	91896.1
NA20333	2	ASW	10	11	BGS	93225.8
NA20333	2	ASW	6	4	FBS	91896.1
NA20333	2	ASW	2	7	BGS	70951.089
NA20333	2	ASW	4	4	FBS	117693.4
NA20333	2	ASW	5	4	FBS	117120.8
NA20333	2	ASW	1	7	BGS	75913.233
NA20333	2	ASW	3	4	FBS	116068.3
NA20334	2	ASW	10	11	BGS	62148.9
NA20334	2	ASW	5	6	FBS	91432.6
NA20334	2	ASW	6	6	FBS	72478.9
NA20334	2	ASW	1	7	BGS	45319.857
NA20334	2	ASW	2	7	BGS	42919.371
NA20334	2	ASW	3	6	FBS	91612.4
NA20334	2	ASW	4	6	FBS	90042.2
NA20335	1	ASW	6	4	FBS	90307.6
NA20335	1	ASW	6	4	FBS	90307.6
NA20335	1	ASW	4	4	FBS	106859.5
NA20335	1	ASW	5	4	FBS	114031.3
NA20335	1	ASW	1	7	BGS	73196.508
NA20335	1	ASW	2	7	BGS	68378.442
NA20335	1	ASW	3	4	FBS	109964.5
NA20335	1	ASW	10	11	BGS	83216
NA20336	2	ASW	2	7	BGS	43349.163
NA20336	2	ASW	3	6	FBS	101182.3
NA20336	2	ASW	5	6	FBS	96891.8
NA20336	2	ASW	10	11	BGS	58336.9
NA20336	2	ASW	1	7	BGS	46445.619
NA20336	2	ASW	4	6	FBS	99240.9
NA20336	2	ASW	6	6	FBS	76412.6
NA20337	2	ASW	5	4	FBS	91469.7
NA20337	2	ASW	2	7	BGS	50942.562
NA20337	2	ASW	10	11	BGS	60952.3
NA20337	2	ASW	4	4	FBS	96676.3
NA20337	2	ASW	6	4	FBS	64882.7
NA20337	2	ASW	3	4	FBS	92117.1
NA20337	2	ASW	1	7	BGS	55808.247
NA20337	2	ASW	6	4	FBS	64882.7
NA20340	1	ASW	2	7	BGS	34100.088
NA20340	1	ASW	1	7	BGS	36996.3
NA20340	1	ASW	4	6	FBS	85953
NA20340	1	ASW	3	6	FBS	81854.9
NA20340	1	ASW	5	6	FBS	83591.5
NA20340	1	ASW	10	11	BGS	56676.4
NA20340	1	ASW	6	6	FBS	54865.6
NA20341	2	ASW	4	6	FBS	93780.1
NA20341	2	ASW	10	11	BGS	62361.4
NA20341	2	ASW	2	7	BGS	47651.967
NA20341	2	ASW	3	6	FBS	93545.7
NA20341	2	ASW	1	7	BGS	52136.7
NA20341	2	ASW	5	6	FBS	96553
NA20341	2	ASW	6	6	FBS	57026.8
NA20342	1	ASW	3	6	FBS	70026.3
NA20342	1	ASW	4	6	FBS	70853.4
NA20342	1	ASW	2	7	BGS	26119.632
NA20342	1	ASW	1	7	BGS	36658.083
NA20342	1	ASW	5	6	FBS	66710.6
NA20342	1	ASW	10	11	BGS	57611.7
NA20342	1	ASW	6	6	FBS	43081.8
NA20343	1	ASW	1	7	BGS	48064.665
NA20343	1	ASW	2	7	BGS	41840.007
NA20343	1	ASW	6	4	FBS	91946.2
NA20343	1	ASW	10	11	BGS	59885.2
NA20343	1	ASW	4	4	FBS	109598.2
NA20343	1	ASW	3	4	FBS	112195.2
NA20343	1	ASW	6	4	FBS	91946.2
NA20343	1	ASW	5	4	FBS	110880.8
NA20344	2	ASW	10	11	BGS	36168.5
NA20344	2	ASW	4	6	FBS	68082
NA20344	2	ASW	6	4	FBS	64290.5
NA20344	2	ASW	3	4	FBS	87470
NA20344	2	ASW	1	7	BGS	51880.29
NA20344	2	ASW	5	4	FBS	82231.9
NA20344	2	ASW	6	4	FBS	64290.5
NA20344	2	ASW	2	7	BGS	56256.354
NA20345	1	ASW	4	4	FBS	119047.5
NA20345	1	ASW	5	4	FBS	119175.7
NA20345	1	ASW	3	4	FBS	115462.2
NA20345	1	ASW	6	4	FBS	94948.1
NA20345	1	ASW	6	4	FBS	94948.1
NA20345	1	ASW	1	7	BGS	60645.849
NA20345	1	ASW	2	7	BGS	41598.249
NA20345	1	ASW	10	11	BGS	76593.3
NA20346	1	ASW	5	6	FBS	56379.7
NA20346	1	ASW	6	4	FBS	61472.5
NA20346	1	ASW	2	7	BGS	31061.426
NA20346	1	ASW	3	6	FBS	50717.9
NA20346	1	ASW	4	6	FBS	52627.1
NA20346	1	ASW	10	11	BGS	40180.7
NA20346	1	ASW	1	7	BGS	29521.338
NA20347	1	ASW	5	4	FBS	108610.4
NA20347	1	ASW	3	4	FBS	97629.9
NA20347	1	ASW	4	4	FBS	98024.3
NA20347	1	ASW	6	4	FBS	84803.3
NA20347	1	ASW	1	7	BGS	39187.995
NA20347	1	ASW	2	7	BGS	35401.674
NA20347	1	ASW	6	4	FBS	84803.3
NA20347	1	ASW	10	11	BGS	48402.9
NA20348	1	ASW	4	6	FBS	92820.4
NA20348	1	ASW	2	7	BGS	38868.5
NA20348	1	ASW	6	6	FBS	54890.8
NA20348	1	ASW	10	11	BGS	82744.7
NA20348	1	ASW	1	7	BGS	43566.094
NA20348	1	ASW	5	4	FBS	124659.2
NA20348	1	ASW	3	6	FBS	94329.6
NA20348	1	ASW	6	4	FBS	54890.8
NA20349	1	ASW	10	11	BGS	31128.2
NA20349	1	ASW	2	7	BGS	29462.73
NA20349	1	ASW	5	4	FBS	65131.8
NA20349	1	ASW	6	4	FBS	48153.8
NA20349	1	ASW	3	4	FBS	59947.4
NA20349	1	ASW	6	4	FBS	48153.8
NA20349	1	ASW	1	7	BGS	30542.094
NA20349	1	ASW	4	4	FBS	57323.5
NA20350	1	ASW	1	7	BGS	52617.774
NA20350	1	ASW	5	4	FBS	111380.8
NA20350	1	ASW	6	4	FBS	81763
NA20350	1	ASW	4	4	FBS	113957.2
NA20350	1	ASW	6	4	FBS	81763
NA20350	1	ASW	10	11	BGS	59811.9
NA20350	1	ASW	2	7	BGS	45396.78
NA20350	1	ASW	3	4	FBS	108887.8
NA20356	1	ASW	1	7	BGS	35645.874
NA20356	1	ASW	2	7	BGS	32894.961
NA20356	1	ASW	3	6	FBS	67898.6
NA20356	1	ASW	6	6	FBS	35544.5
NA20356	1	ASW	10	11	BGS	46153.8
NA20356	1	ASW	4	4	FBS	90840
NA20356	1	ASW	5	6	FBS	48019
NA20357	2	ASW	1	7	BGS	50354.854
NA20357	2	ASW	10	11	BGS	42527.4
NA20357	2	ASW	5	4	FBS	115347.9
NA20357	2	ASW	3	4	FBS	84010.9
NA20357	2	ASW	4	4	FBS	111777.7
NA20357	2	ASW	6	4	FBS	106770.3
NA20357	2	ASW	6	4	FBS	106770.3
NA20357	2	ASW	2	7	BGS	48936.052
NA20358	1	ASW	4	4	FBS	123385.7
NA20358	1	ASW	10	11	BGS	62185.5
NA20358	1	ASW	1	7	BGS	47703.249
NA20358	1	ASW	3	4	FBS	119286.8
NA20358	1	ASW	6	4	FBS	110412.6
NA20358	1	ASW	6	4	FBS	110412.6
NA20358	1	ASW	2	7	BGS	44975.535
NA20358	1	ASW	5	4	FBS	122625
NA20359	2	ASW	2	7	BGS	46412.652
NA20359	2	ASW	5	4	FBS	113407.9
NA20359	2	ASW	1	7	BGS	50499.339
NA20359	2	ASW	3	4	FBS	65969.4
NA20359	2	ASW	4	4	FBS	108251.4
NA20359	2	ASW	6	4	FBS	87018.2
NA20359	2	ASW	10	11	BGS	39257.6
NA20359	2	ASW	6	4	FBS	87018.2
NA20360	1	ASW	1	7	BGS	74087.838
NA20360	1	ASW	2	7	BGS	67207.503
NA20360	1	ASW	5	4	FBS	120448
NA20360	1	ASW	6	4	FBS	100156.2
NA20360	1	ASW	10	11	BGS	67814.3
NA20360	1	ASW	3	4	FBS	130972.8
NA20360	1	ASW	4	4	FBS	129955.9
NA20360	1	ASW	6	4	FBS	100156.2
NA20363	2	ASW	1	7	BGS	62509.095
NA20363	2	ASW	2	7	BGS	54277.113
NA20363	2	ASW	3	4	FBS	103586.7
NA20363	2	ASW	4	4	FBS	99328.4
NA20363	2	ASW	10	11	BGS	57877.8
NA20363	2	ASW	6	4	FBS	80819.2
NA20363	2	ASW	5	4	FBS	98733.7
NA20363	2	ASW	6	4	FBS	80819.2
NA20364	2	ASW	3	4	FBS	115388.9
NA20364	2	ASW	10	11	BGS	73230.7
NA20364	2	ASW	5	4	FBS	116865.4
NA20364	2	ASW	2	7	BGS	76165.98
NA20364	2	ASW	1	7	BGS	76292.964
NA20364	2	ASW	6	4	FBS	95250.2
NA20364	2	ASW	6	4	FBS	95250.2
NA20364	2	ASW	4	4	FBS	110473.6
