IID	sex	pop	experim	meas.by	serum	growth
NA18520	2	YRI	11	1	FBS	35414.6166
NA18520	2	YRI	7	1	FBS	38903.80725
NA18520	2	YRI	5	1	FBS	39351.202
NA18521	1	YRI	7	12	FBS	85216.032
NA18521	1	YRI	8	2	FBS	101294.16
NA18521	1	YRI	9	12	FBS	116003.547
NA18521	1	YRI	3	3	FBS	67991.385
NA18521	1	YRI	2	7	BGS	49870.524
NA18521	1	YRI	1	7	BGS	56087.856
NA18521	1	YRI	6	9	FBS	52307.64
NA18521	1	YRI	5	9	FBS	64341.816
NA18521	1	YRI	10	11	BGS	51750.9
NA18521	1	YRI	11	12	FBS	80607.978
NA18522	1	YRI	6	9	FBS	61012.149
NA18522	1	YRI	8	2	FBS	88340.571
NA18522	1	YRI	5	9	FBS	86202.6
NA18522	1	YRI	2	7	BGS	46108.623
NA18522	1	YRI	10	11	BGS	57877.8
NA18522	1	YRI	7	12	FBS	123157.386
NA18522	1	YRI	3	3	FBS	83441.919
NA18522	1	YRI	9	12	FBS	134555.421
NA18522	1	YRI	1	7	BGS	50584.809
NA18522	1	YRI	11	12	FBS	81427.269
NA18523	2	YRI	1	7	BGS	25814.382
NA18523	2	YRI	10	11	BGS	NA
NA18523	2	YRI	11	12	FBS	42566.502
NA18523	2	YRI	6	9	FBS	26654.837
NA18523	2	YRI	7	9	FBS	29311.326
NA18523	2	YRI	2	7	BGS	26405.8344
NA18523	2	YRI	9	9	FBS	31912.056
NA18523	2	YRI	5	9	FBS	27079.338
NA18523	2	YRI	3	3	FBS	28131.84
NA18523	2	YRI	8	2	FBS	NA
NA18524	1	ASN	6	8	FBS	75899.1915
NA18524	1	ASN	8	2	FBS	106539.576
NA18524	1	ASN	3	3	FBS	73179.414
NA18524	1	ASN	5	8	FBS	97753.26
NA18526	2	ASN	8	2	FBS	109954.713
NA18526	2	ASN	3	3	FBS	81940.089
NA18526	2	ASN	5	8	FBS	100801.4865
NA18526	2	ASN	6	8	FBS	79046.319
NA18529	2	ASN	5	8	FBS	87508.256
NA18529	2	ASN	3	3	FBS	83181.846
NA18529	2	ASN	6	8	FBS	65512.348
NA18529	2	ASN	8	2	FBS	59959.647
NA18532	2	ASN	5	8	FBS	53794.818
NA18532	2	ASN	8	2	FBS	58386.999
NA18532	2	ASN	3	3	FBS	58500.552
NA18532	2	ASN	6	8	FBS	40210.786
NA18537	2	ASN	5	8	FBS	89267.9205
NA18537	2	ASN	8	2	FBS	91015.782
NA18537	2	ASN	6	8	FBS	77842.413
NA18537	2	ASN	3	3	FBS	68936.439
NA18540	2	ASN	6	8	FBS	72314.946
NA18540	2	ASN	3	3	FBS	96064.617
NA18540	2	ASN	8	2	FBS	93795.999
NA18540	2	ASN	5	8	FBS	99724.768
NA18542	2	ASN	8	2	FBS	60621.429
NA18542	2	ASN	6	8	FBS	44958.034
NA18542	2	ASN	3	3	FBS	58780.161
NA18542	2	ASN	5	8	FBS	61738.644
NA18545	2	ASN	8	2	FBS	105822.849
NA18545	2	ASN	6	8	FBS	79708.101
NA18545	2	ASN	3	3	FBS	110715.396
NA18545	2	ASN	5	8	FBS	99581.097
NA18547	2	ASN	8	2	FBS	NA
NA18547	2	ASN	3	3	FBS	128889.981
NA18547	2	ASN	5	8	FBS	120976.68
NA18547	2	ASN	6	8	FBS	99159.852
NA18550	2	ASN	5	8	FBS	91067.064
NA18550	2	ASN	3	3	FBS	71459.432
NA18550	2	ASN	8	2	FBS	97136.655
NA18550	2	ASN	6	8	FBS	64473.684
NA18552	2	ASN	6	8	FBS	70275.876
NA18552	2	ASN	8	2	FBS	101766.687
NA18552	2	ASN	5	8	FBS	92115.1704
NA18552	2	ASN	3	3	FBS	67019.876
NA18555	2	ASN	8	2	FBS	NA
NA18555	2	ASN	6	8	FBS	70723.576
NA18555	2	ASN	3	3	FBS	104335.671
NA18555	2	ASN	5	8	FBS	97977.924
NA18558	1	ASN	8	2	FBS	109633.59
NA18558	1	ASN	3	3	FBS	75981.609
NA18558	1	ASN	5	8	FBS	96830.998
NA18558	1	ASN	6	8	FBS	73830.614
NA18561	1	ASN	3	3	FBS	80570.127
NA18561	1	ASN	8	2	FBS	86043.87
NA18561	1	ASN	5	8	FBS	84256.326
NA18561	1	ASN	6	8	FBS	62943.364
NA18562	1	ASN	8	2	FBS	98987.691
NA18562	1	ASN	6	8	FBS	78747.988
NA18562	1	ASN	5	8	FBS	100785.817
NA18562	1	ASN	3	3	FBS	95688.549
NA18563	1	ASN	5	8	FBS	83108.586
NA18563	1	ASN	6	8	FBS	65992.608
NA18563	1	ASN	8	2	FBS	95791.113
NA18563	1	ASN	3	3	FBS	74394.716
NA18564	2	ASN	6	8	FBS	70409.372
NA18564	2	ASN	3	3	FBS	120814.287
NA18564	2	ASN	8	2	FBS	107863.14
NA18564	2	ASN	5	8	FBS	97875.36
NA18566	2	ASN	6	8	FBS	61598.636
NA18566	2	ASN	3	3	FBS	73186.74
NA18566	2	ASN	5	8	FBS	86268.534
NA18566	2	ASN	8	2	FBS	76023.123
NA18570	2	ASN	5	8	FBS	71021.5
NA18570	2	ASN	6	8	FBS	52396.366
NA18570	2	ASN	8	2	FBS	66113.487
NA18570	2	ASN	3	3	FBS	93465.108
NA18571	2	ASN	6	8	FBS	71727.645
NA18571	2	ASN	5	8	FBS	97642.556
NA18571	2	ASN	8	2	FBS	85408.95
NA18571	2	ASN	3	3	FBS	88782.573
NA18572	1	ASN	6	8	FBS	81275.2545
NA18572	1	ASN	8	2	FBS	96147.645
NA18572	1	ASN	3	3	FBS	59344.263
NA18572	1	ASN	5	8	FBS	103531.5204
NA18573	2	ASN	3	3	FBS	88081.719
NA18573	2	ASN	8	2	FBS	100082.928
NA18573	2	ASN	6	8	FBS	77725.197
NA18573	2	ASN	5	8	FBS	98946.177
NA18576	2	ASN	5	8	FBS	95093.108
NA18576	2	ASN	8	2	FBS	80030.445
NA18576	2	ASN	3	3	FBS	97349.109
NA18576	2	ASN	6	8	FBS	73242.906
NA18577	2	ASN	6	8	FBS	65475.5145
NA18577	2	ASN	3	3	FBS	56994.652
NA18577	2	ASN	5	8	FBS	89759.1288
NA18577	2	ASN	8	2	FBS	79150.104
NA18579	2	ASN	8	2	FBS	77130.57
NA18579	2	ASN	5	8	FBS	87680.01
NA18579	2	ASN	3	3	FBS	108208.683
NA18579	2	ASN	6	8	FBS	67108.602
NA18582	2	ASN	6	8	FBS	43530.278
NA18582	2	ASN	8	2	FBS	56610.444
NA18582	2	ASN	3	3	FBS	63695.5
NA18582	2	ASN	5	8	FBS	58202.628
NA18592	2	ASN	6	8	FBS	75352.794
NA18592	2	ASN	3	3	FBS	62106.165
NA18592	2	ASN	8	2	FBS	71944.983
NA18592	2	ASN	5	8	FBS	96872.919
NA18593	2	ASN	8	2	FBS	54738.651
NA18593	2	ASN	5	8	FBS	62236.812
NA18593	2	ASN	6	8	FBS	54095.184
NA18593	2	ASN	3	3	FBS	63284.43
NA18594	2	ASN	3	3	FBS	97885.942
NA18594	2	ASN	5	8	FBS	91671.866
NA18594	2	ASN	8	2	FBS	92277.075
NA18594	2	ASN	6	8	FBS	64062.614
NA18603	1	ASN	5	8	FBS	85218.474
NA18603	1	ASN	8	2	FBS	86737.398
NA18603	1	ASN	3	3	FBS	67237.214
NA18603	1	ASN	6	8	FBS	65639.332
NA18605	1	ASN	8	2	FBS	67163.547
NA18605	1	ASN	6	8	FBS	42381.724
NA18605	1	ASN	3	3	FBS	85917.8628
NA18605	1	ASN	5	8	FBS	58688.586
NA18608	1	ASN	3	3	FBS	89282.4504
NA18608	1	ASN	8	2	FBS	95361.321
NA18608	1	ASN	5	8	FBS	84115.911
NA18608	1	ASN	6	8	FBS	66127.732
NA18609	1	ASN	6	8	FBS	78169.0305
NA18609	1	ASN	3	3	FBS	76771.596
NA18609	1	ASN	5	8	FBS	87917.3724
NA18609	1	ASN	8	2	FBS	97686.105
NA18611	1	ASN	3	3	FBS	96275.85
NA18611	1	ASN	8	2	FBS	71709.33
NA18611	1	ASN	6	8	FBS	60697.131
NA18611	1	ASN	5	8	FBS	83122.424
NA18612	1	ASN	6	8	FBS	78144
NA18612	1	ASN	3	3	FBS	119825.277
NA18612	1	ASN	5	8	FBS	99726.396
NA18612	1	ASN	8	2	FBS	79645.83
NA18620	1	ASN	8	2	FBS	69383.325
NA18620	1	ASN	6	8	FBS	59012.558
NA18620	1	ASN	3	3	FBS	89533.488
NA18620	1	ASN	5	8	FBS	80468.784
NA18621	1	ASN	8	2	FBS	74434.602
NA18621	1	ASN	6	8	FBS	66504.207
NA18621	1	ASN	5	8	FBS	84081.316
NA18621	1	ASN	3	3	FBS	50815.578
NA18622	1	ASN	5	8	FBS	82113.064
NA18622	1	ASN	8	2	FBS	69253.899
NA18622	1	ASN	3	3	FBS	94229.454
NA18622	1	ASN	6	8	FBS	57607.594
NA18623	1	ASN	3	3	FBS	122750.793
NA18623	1	ASN	5	8	FBS	103693.018
NA18623	1	ASN	6	8	FBS	78053.646
NA18623	1	ASN	8	2	FBS	89844.843
NA18624	1	ASN	6	8	FBS	58239.258
NA18624	1	ASN	3	3	FBS	69835.095
NA18624	1	ASN	5	8	FBS	84710.538
NA18624	1	ASN	8	2	FBS	85648.266
NA18632	1	ASN	8	2	FBS	99093.918
NA18632	1	ASN	5	8	FBS	121882.662
NA18632	1	ASN	6	8	FBS	95337.308
NA18632	1	ASN	3	3	FBS	112121.988
NA18633	1	ASN	3	3	FBS	96870.884
NA18633	1	ASN	8	2	FBS	NA
NA18633	1	ASN	5	8	FBS	98678.778
NA18633	1	ASN	6	8	FBS	80803.338
NA18635	1	ASN	3	3	FBS	94043.862
NA18635	1	ASN	5	8	FBS	102920.532
NA18635	1	ASN	6	8	FBS	85962.6735
NA18635	1	ASN	8	2	FBS	94394.289
NA18636	1	ASN	5	8	FBS	95114.679
NA18636	1	ASN	3	3	FBS	83291.736
NA18636	1	ASN	8	2	FBS	79065.855
NA18636	1	ASN	6	8	FBS	74181.855
NA18637	1	ASN	8	2	FBS	76936.431
NA18637	1	ASN	6	8	FBS	80100.856
NA18637	1	ASN	3	3	FBS	86835.078
NA18637	1	ASN	5	8	FBS	90748.9935
NA18852	2	YRI	1	7	BGS	26601.927
NA18852	2	YRI	2	7	BGS	23615.361
NA18852	2	YRI	7	9	FBS	43067.112
NA18852	2	YRI	9	9	FBS	46567.719
NA18852	2	YRI	6	9	FBS	40758.8115
NA18852	2	YRI	5	9	FBS	48608.01
NA18852	2	YRI	8	2	FBS	43970.652
NA18852	2	YRI	11	12	FBS	43355.268
NA18852	2	YRI	3	3	FBS	57901.2852
NA18852	2	YRI	10	11	BGS	38004.846
NA18853	1	YRI	2	7	BGS	36630
NA18853	1	YRI	1	7	BGS	40477.371
NA18853	1	YRI	7	9	FBS	58653.177
NA18853	1	YRI	3	3	FBS	67394.316
NA18853	1	YRI	11	12	FBS	50572.599
NA18853	1	YRI	5	9	FBS	64351.584
NA18853	1	YRI	6	9	FBS	46567.719
NA18853	1	YRI	8	2	FBS	85908.339
NA18853	1	YRI	9	9	FBS	56399.211
NA18853	1	YRI	10	11	BGS	51029.253
NA18854	1	YRI	5	9	FBS	60485.898
NA18854	1	YRI	8	2	FBS	90946.185
NA18854	1	YRI	9	9	FBS	63173.319
NA18854	1	YRI	3	3	FBS	57513.984
NA18854	1	YRI	1	7	BGS	48973.089
NA18854	1	YRI	7	9	FBS	61844.871
NA18854	1	YRI	2	7	BGS	42080.544
NA18854	1	YRI	6	9	FBS	43977.978
NA18854	1	YRI	10	11	BGS	61208.73
NA18854	1	YRI	11	12	FBS	106969.368
NA18855	2	YRI	6	9	FBS	35262.073
NA18855	2	YRI	7	9	FBS	57059.772
NA18855	2	YRI	11	12	FBS	77374.77
NA18855	2	YRI	1	7	BGS	37111.074
NA18855	2	YRI	2	7	BGS	32372.373
NA18855	2	YRI	8	2	FBS	85394.298
NA18855	2	YRI	3	3	FBS	54427.296
NA18855	2	YRI	5	9	FBS	42321.6915
NA18855	2	YRI	9	9	FBS	51454.161
NA18855	2	YRI	10	11	BGS	49408.986
NA18856	1	YRI	5	9	FBS	58578.696
NA18856	1	YRI	11	12	FBS	113097.567
NA18856	1	YRI	9	9	FBS	76496.871
NA18856	1	YRI	3	3	FBS	68799.687
NA18856	1	YRI	6	9	FBS	42562.839
NA18856	1	YRI	7	9	FBS	73819.218
NA18856	1	YRI	8	2	FBS	109217.229
NA18856	1	YRI	2	7	BGS	45054.9
NA18856	1	YRI	10	11	BGS	67461.471
NA18856	1	YRI	1	7	BGS	50030.475
NA18857	1	YRI	11	12	FBS	41852.217
NA18857	1	YRI	2	7	BGS	40496.907
NA18857	1	YRI	10	11	BGS	50119.608
NA18857	1	YRI	7	9	FBS	30671.52
NA18857	1	YRI	8	2	FBS	92821.641
NA18857	1	YRI	3	3	FBS	71343.844
NA18857	1	YRI	1	7	BGS	46097.634
NA18857	1	YRI	9	9	FBS	29509.128
NA18857	1	YRI	6	9	FBS	20828.4285
NA18857	1	YRI	5	9	FBS	23631.8445
NA18858	2	YRI	7	12	FBS	74101.269
NA18858	2	YRI	6	9	FBS	65435.832
NA18858	2	YRI	2	7	BGS	31103.754
NA18858	2	YRI	1	7	BGS	37472.49
NA18858	2	YRI	3	3	FBS	63554.271
NA18858	2	YRI	8	2	FBS	102821.631
NA18858	2	YRI	10	11	BGS	40134.3
NA18858	2	YRI	5	9	FBS	80505.414
NA18858	2	YRI	11	12	FBS	89220.912
NA18858	2	YRI	9	12	FBS	105925.413
NA18859	1	YRI	8	2	FBS	112158.618
NA18859	1	YRI	6	9	FBS	74428.904
NA18859	1	YRI	3	3	FBS	99629.937
NA18859	1	YRI	10	11	BGS	67843.6
NA18859	1	YRI	5	9	FBS	89473.9032
NA18859	1	YRI	1	7	BGS	54037.797
NA18859	1	YRI	7	9	FBS	82474.887
NA18859	1	YRI	11	12	FBS	123430.89
NA18859	1	YRI	2	7	BGS	45907.158
NA18859	1	YRI	9	9	FBS	79063.413
NA18860	1	YRI	1	7	BGS	54406.539
NA18860	1	YRI	11	12	FBS	92658.027
NA18860	1	YRI	8	2	FBS	78419.946
NA18860	1	YRI	2	7	BGS	45178.221
NA18860	1	YRI	5	9	FBS	72035.337
NA18860	1	YRI	6	9	FBS	49091.526
NA18860	1	YRI	3	3	FBS	62722.77
NA18860	1	YRI	9	12	FBS	90649.482
NA18860	1	YRI	10	11	BGS	53993.8
NA18860	1	YRI	7	12	FBS	74101.269
NA18861	2	YRI	5	9	FBS	69946.206
NA18861	2	YRI	7	9	FBS	71700.783
NA18861	2	YRI	3	3	FBS	125958.36
NA18861	2	YRI	9	9	FBS	70395.534
NA18861	2	YRI	6	9	FBS	46098.855
NA18861	2	YRI	2	7	BGS	34703.262
NA18861	2	YRI	10	11	BGS	56529.858
NA18861	2	YRI	1	7	BGS	41572.608
NA18861	2	YRI	11	12	FBS	124560.315
NA18861	2	YRI	8	2	FBS	110266.068
NA18862	1	YRI	5	9	FBS	40145.814
NA18862	1	YRI	9	9	FBS	41144.037
NA18862	1	YRI	11	12	FBS	70396.755
NA18862	1	YRI	3	3	FBS	62129.364
NA18862	1	YRI	1	7	BGS	24687.399
NA18862	1	YRI	6	9	FBS	32701.636
NA18862	1	YRI	10	11	BGS	44798.49
NA18862	1	YRI	7	9	FBS	44631.213
NA18862	1	YRI	8	2	FBS	57649.515
NA18862	1	YRI	2	7	BGS	22953.579
NA18863	1	YRI	1	7	BGS	46879.074
NA18863	1	YRI	3	3	FBS	64421.588
NA18863	1	YRI	2	7	BGS	45455.388
NA18863	1	YRI	8	2	FBS	59441.943
NA18863	1	YRI	7	9	FBS	38859.546
NA18863	1	YRI	11	12	FBS	NA
NA18863	1	YRI	10	11	BGS	31902.3
NA18863	1	YRI	9	9	FBS	34043.922
NA18863	1	YRI	6	9	FBS	28314.176
NA18863	1	YRI	5	9	FBS	34724.6295
NA18867	2	YRI	11	1	FBS	29341.851
NA18867	2	YRI	7	1	FBS	32677.216
NA18867	2	YRI	4	1	FBS	24579.544
NA18867	2	YRI	9	1	FBS	33616.0836
NA18867	2	YRI	3	1	FBS	29194.924
NA18867	2	YRI	5	1	FBS	26492.037
NA18868	1	YRI	3	1	FBS	68718.79575
NA18868	1	YRI	5	1	FBS	59218.5
NA18868	1	YRI	7	1	FBS	61297.456
NA18868	1	YRI	4	1	FBS	60892.898
NA18868	1	YRI	11	1	FBS	65282.652
NA18868	1	YRI	9	1	FBS	74626.299
NA18869	1	YRI	11	1	FBS	41768.5785
NA18869	1	YRI	3	1	FBS	36843.0645
NA18869	1	YRI	7	1	FBS	38649.534
NA18869	1	YRI	9	1	FBS	36225.442
NA18869	1	YRI	5	1	FBS	41002.808
NA18869	1	YRI	4	1	FBS	37675.7865
NA18870	2	YRI	1	7	BGS	41336.955
NA18870	2	YRI	10	11	BGS	27203.9
NA18870	2	YRI	3	3	FBS	70323.495
NA18870	2	YRI	8	2	FBS	61180.647
NA18870	2	YRI	2	7	BGS	38035.371
NA18870	2	YRI	11	12	FBS	69689.796
NA18870	2	YRI	6	9	FBS	40758.201
NA18870	2	YRI	9	9	FBS	41506.674
NA18870	2	YRI	5	9	FBS	49050.234
NA18870	2	YRI	7	9	FBS	46916.925
NA18871	1	YRI	10	11	BGS	NA
NA18871	1	YRI	1	7	BGS	24247.839
NA18871	1	YRI	2	7	BGS	23677.632
NA18872	1	YRI	6	9	FBS	49268.571
NA18872	1	YRI	3	3	FBS	79750.836
NA18872	1	YRI	10	11	BGS	67826.6
NA18872	1	YRI	5	9	FBS	65473.683
NA18872	1	YRI	1	7	BGS	59649.513
NA18872	1	YRI	2	7	BGS	55037.796
NA18872	1	YRI	9	12	FBS	89042.646
NA18872	1	YRI	7	12	FBS	69064.644
NA18872	1	YRI	8	2	FBS	64714.221
NA18872	1	YRI	11	12	FBS	95804.544
NA18873	2	YRI	7	1	FBS	53694.34714
NA18873	2	YRI	9	1	FBS	61598.229
NA18873	2	YRI	4	1	FBS	44674.99457
NA18873	2	YRI	5	1	FBS	45528.648
NA18873	2	YRI	3	1	FBS	53791.155
NA18873	2	YRI	11	1	FBS	52066.4925
NA18874	1	YRI	5	1	FBS	33377.256
NA18874	1	YRI	9	1	FBS	38073.222
NA18874	1	YRI	4	1	FBS	25655.652
NA18874	1	YRI	3	1	FBS	29423.658
NA18874	1	YRI	7	1	FBS	27943.806
NA18874	1	YRI	11	1	FBS	32915.718
NA18875	2	YRI	11	1	FBS	NA
NA18875	2	YRI	5	1	FBS	NA
NA18875	2	YRI	9	1	FBS	64073.196
NA18875	2	YRI	4	1	FBS	NA
NA18875	2	YRI	7	1	FBS	62010.927
NA18875	2	YRI	3	1	FBS	63239.4972
NA18907	2	YRI	3	1	FBS	56120.823
NA18907	2	YRI	4	1	FBS	45022.5435
NA18907	2	YRI	7	1	FBS	51665.69925
NA18907	2	YRI	9	1	FBS	67448.6505
NA18907	2	YRI	11	1	FBS	49585.032
NA18907	2	YRI	5	1	FBS	50192.2575
NA18908	1	YRI	7	1	FBS	39772.854
NA18908	1	YRI	11	1	FBS	35960.4036
NA18908	1	YRI	5	1	FBS	33150.15
NA18908	1	YRI	4	1	FBS	38539.644
NA18908	1	YRI	9	1	FBS	39240.9864
NA18908	1	YRI	3	1	FBS	41863.90371
NA18909	2	YRI	7	1	FBS	49408.986
NA18909	2	YRI	3	1	FBS	55309.672
NA18909	2	YRI	5	1	FBS	52448.6655
NA18909	2	YRI	9	1	FBS	55955.322
NA18909	2	YRI	11	1	FBS	54931.0806
NA18909	2	YRI	4	1	FBS	54353.7918
NA18910	1	YRI	11	1	FBS	80996.256
NA18910	1	YRI	5	1	FBS	73713.29625
NA18910	1	YRI	7	1	FBS	64987.1145
NA18910	1	YRI	9	1	FBS	74833.2585
NA18910	1	YRI	4	1	FBS	64816.26171
NA18910	1	YRI	3	1	FBS	67782.594
NA18911	1	YRI	4	1	FBS	55938.894
NA18911	1	YRI	9	1	FBS	50761.854
NA18911	1	YRI	7	1	FBS	55181.874
NA18911	1	YRI	3	1	FBS	59864.409
NA18911	1	YRI	5	1	FBS	60550.611
NA18911	1	YRI	11	1	FBS	59937.669
NA18912	2	YRI	9	9	FBS	37625.115
NA18912	2	YRI	6	9	FBS	42678.52875
NA18912	2	YRI	10	11	BGS	35570.172
NA18912	2	YRI	11	12	FBS	65578.689
NA18912	2	YRI	1	7	BGS	36980.427
NA18912	2	YRI	8	2	FBS	64323.501
NA18912	2	YRI	2	7	BGS	31263.705
NA18912	2	YRI	5	9	FBS	54338.163
NA18912	2	YRI	7	9	FBS	47009.721
NA18912	2	YRI	3	3	FBS	59323.506
NA18913	1	YRI	1	7	BGS	35966.997
NA18913	1	YRI	6	9	FBS	40214.856
NA18913	1	YRI	2	7	BGS	36211.197
NA18913	1	YRI	8	2	FBS	78720.312
NA18913	1	YRI	3	3	FBS	71184.3
NA18913	1	YRI	7	9	FBS	39934.026
NA18913	1	YRI	10	11	BGS	58896.156
NA18913	1	YRI	9	9	FBS	51702.024
NA18913	1	YRI	5	9	FBS	46968.8175
NA18913	1	YRI	11	12	FBS	86422.38
NA18914	1	YRI	6	9	FBS	69864.399
NA18914	1	YRI	5	9	FBS	76493.208
NA18914	1	YRI	7	9	FBS	47031.699
NA18914	1	YRI	8	2	FBS	89498.079
NA18914	1	YRI	11	12	FBS	121317.339
NA18914	1	YRI	1	7	BGS	64683.696
NA18914	1	YRI	2	7	BGS	55028.028
NA18914	1	YRI	9	9	FBS	88169.631
NA18914	1	YRI	3	3	FBS	109656.382
NA18914	1	YRI	10	11	BGS	61540.8
NA18916	2	YRI	7	1	FBS	62912.025
NA18916	2	YRI	3	1	FBS	67747.9176
NA18916	2	YRI	11	1	FBS	67050.4824
NA18916	2	YRI	5	1	FBS	64574.62
NA18916	2	YRI	4	1	FBS	59625.39825
NA18916	2	YRI	9	1	FBS	63461.475
NA18917	1	YRI	5	1	FBS	85012.532
NA18917	1	YRI	4	1	FBS	67882.716
NA18917	1	YRI	11	1	FBS	76054.1364
NA18917	1	YRI	9	1	FBS	82244.932
NA18917	1	YRI	3	1	FBS	72156.7044
NA18917	1	YRI	7	1	FBS	65523.744
NA18923	1	YRI	5	1	FBS	71627.93
NA18923	1	YRI	3	1	FBS	77045.1
NA18923	1	YRI	4	1	FBS	65304.778
NA18923	1	YRI	11	1	FBS	72622.638
NA18923	1	YRI	7	1	FBS	62607.08025
NA18923	1	YRI	9	1	FBS	56587.652
NA18924	2	YRI	3	1	FBS	44903.9844
NA18924	2	YRI	5	1	FBS	57184.00875
NA18924	2	YRI	9	1	FBS	49601.904
NA18924	2	YRI	11	1	FBS	48109.842
NA18924	2	YRI	7	1	FBS	50586.03
NA18924	2	YRI	4	1	FBS	54503.9748
NA18925	1	YRI	3	1	FBS	93430.92
NA18925	1	YRI	4	1	FBS	85087.827
NA18925	1	YRI	7	1	FBS	86970.609
NA18925	1	YRI	11	1	FBS	88198.935
NA18925	1	YRI	5	1	FBS	93423.594
NA18925	1	YRI	9	1	FBS	87285.627
NA18930	2	YRI	5	1	FBS	78165.978
NA18930	2	YRI	7	1	FBS	60496.48
NA18930	2	YRI	3	1	FBS	62548.574
NA18930	2	YRI	4	1	FBS	57851.794
NA18930	2	YRI	9	1	FBS	54744.756
NA18930	2	YRI	11	1	FBS	60278.328
NA18933	2	YRI	4	1	FBS	53736.21
NA18933	2	YRI	9	1	FBS	68224.1076
NA18933	2	YRI	3	1	FBS	67927.893
NA18933	2	YRI	7	1	FBS	49816.8
NA18933	2	YRI	11	1	FBS	57676.377
NA18933	2	YRI	5	1	FBS	62317.04914
NA18934	1	YRI	7	1	FBS	40070.47275
NA18934	1	YRI	9	1	FBS	44334.85886
NA18934	1	YRI	3	1	FBS	42210.31886
NA18934	1	YRI	4	1	FBS	41518.884
NA18934	1	YRI	5	1	FBS	35297.482
NA18934	1	YRI	11	1	FBS	40704.7212
NA18935	1	YRI	9	1	FBS	46056.12
NA18935	1	YRI	7	1	FBS	50099.258
NA18935	1	YRI	5	1	FBS	51727.665
NA18935	1	YRI	11	1	FBS	50785.46
NA18935	1	YRI	4	1	FBS	46090.308
NA18935	1	YRI	3	1	FBS	51082.57
NA18940	1	ASN	6	8	FBS	55873.774
NA18940	1	ASN	8	2	FBS	108235.545
NA18940	1	ASN	5	8	FBS	72111.6495
NA18940	1	ASN	3	3	FBS	57218.502
NA18942	2	ASN	5	8	FBS	110196.878
NA18942	2	ASN	6	8	FBS	88832.634
NA18942	2	ASN	8	2	FBS	105822.849
NA18942	2	ASN	3	3	FBS	84931.946
NA18943	1	ASN	3	3	FBS	57540.846
NA18943	1	ASN	5	8	FBS	96271.78
NA18943	1	ASN	8	2	FBS	77485.881
NA18943	1	ASN	6	8	FBS	79935.614
NA18944	1	ASN	6	8	FBS	66120.406
NA18944	1	ASN	8	2	FBS	67966.965
NA18944	1	ASN	3	3	FBS	51365.028
NA18944	1	ASN	5	8	FBS	82405.29
NA18945	1	ASN	8	2	FBS	114134.196
NA18945	1	ASN	6	8	FBS	79996.664
NA18945	1	ASN	3	3	FBS	79498.089
NA18945	1	ASN	5	8	FBS	107614.87
NA18947	2	ASN	3	3	FBS	90059.332
NA18947	2	ASN	6	8	FBS	92557.905
NA18947	2	ASN	8	2	FBS	98151.306
NA18947	2	ASN	5	8	FBS	112147.629
NA18948	1	ASN	8	2	FBS	116230.653
NA18948	1	ASN	3	3	FBS	111223.332
NA18948	1	ASN	5	8	FBS	93095.552
NA18948	1	ASN	6	8	FBS	74247.382
NA18949	2	ASN	5	8	FBS	104145.602
NA18949	2	ASN	8	2	FBS	93278.295
NA18949	2	ASN	6	8	FBS	83973.054
NA18949	2	ASN	3	3	FBS	79622.631
NA18951	2	ASN	8	2	FBS	NA
NA18951	2	ASN	6	8	FBS	76566.468
NA18951	2	ASN	3	3	FBS	78847.296
NA18951	2	ASN	5	8	FBS	96548.133
NA18952	1	ASN	8	2	FBS	115154.952
NA18952	1	ASN	6	8	FBS	84595.764
NA18952	1	ASN	3	3	FBS	113373.106
NA18952	1	ASN	5	8	FBS	118551.774
NA18953	1	ASN	6	8	FBS	53724.814
NA18953	1	ASN	3	3	FBS	70482.225
NA18953	1	ASN	8	2	FBS	85518.84
NA18953	1	ASN	5	8	FBS	71375.59
NA18956	2	ASN	6	8	FBS	56532.3
NA18956	2	ASN	8	2	FBS	86400.402
NA18956	2	ASN	5	8	FBS	83421.162
NA18956	2	ASN	3	3	FBS	90130.557
NA18959	1	ASN	5	8	FBS	83224.988
NA18959	1	ASN	3	3	FBS	94811.871
NA18959	1	ASN	8	2	FBS	92008.455
NA18959	1	ASN	6	8	FBS	57988.546
NA18960	1	ASN	8	2	FBS	68079.297
NA18960	1	ASN	5	8	FBS	94940.076
NA18960	1	ASN	6	8	FBS	64253.904
NA18960	1	ASN	3	3	FBS	75184.296
NA18961	1	ASN	5	8	FBS	81347.09
NA18961	1	ASN	8	2	FBS	97886.349
NA18961	1	ASN	3	3	FBS	99533.478
NA18961	1	ASN	6	8	FBS	64184.714
NA18964	2	ASN	6	8	FBS	65583.98
NA18964	2	ASN	3	3	FBS	90819.608
NA18964	2	ASN	5	8	FBS	85111.84
NA18964	2	ASN	8	2	FBS	88704.429
NA18965	1	ASN	8	2	FBS	90051.192
NA18965	1	ASN	5	8	FBS	89726.406
NA18965	1	ASN	3	3	FBS	99365.794
NA18965	1	ASN	6	8	FBS	69472.458
NA18966	1	ASN	8	2	FBS	74627.52
NA18966	1	ASN	3	3	FBS	91539.591
NA18966	1	ASN	6	8	FBS	74301.513
NA18966	1	ASN	5	8	FBS	102169.617
NA18967	1	ASN	8	2	FBS	111769.119
NA18967	1	ASN	6	8	FBS	55213.62
